experiment_id,category,dataset,method,model,condition,accuracy,macro_f1,std_accuracy,std_macro_f1,source_metrics_file,source_figure_file,status,notes
foundation_noise_dl_hum_lvl0.3_none,noise_robustness,db5,DL,dualres_xception2d,noise=hum; level=0.3; denoise=none,0.605185,0.604145,0.010964,0.010174,outputs/dl_noise_eval_full/fold1/dualres_xception2d/hum_lvl0p3_none/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/hum_lvl0p3_none/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p3_none/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/hum_lvl0p3_none/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p3_none/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_hum_lvl0.3_notch,noise_robustness,db5,DL,dualres_xception2d,noise=hum; level=0.3; denoise=notch,0.603628,0.602648,0.011658,0.010725,outputs/dl_noise_eval_full/fold1/dualres_xception2d/hum_lvl0p3_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/hum_lvl0p3_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p3_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/hum_lvl0p3_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p3_notch/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_hum_lvl0.3_pca,noise_robustness,db5,DL,dualres_xception2d,noise=hum; level=0.3; denoise=pca,0.395553,0.386358,0.016695,0.020435,outputs/dl_noise_eval_full/fold1/dualres_xception2d/hum_lvl0p3_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/hum_lvl0p3_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p3_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/hum_lvl0p3_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p3_pca/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_hum_lvl0.3_wavelet,noise_robustness,db5,DL,dualres_xception2d,noise=hum; level=0.3; denoise=wavelet,0.228427,0.207386,0.013013,0.012910,outputs/dl_noise_eval_full/fold1/dualres_xception2d/hum_lvl0p3_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/hum_lvl0p3_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p3_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/hum_lvl0p3_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p3_wavelet/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_hum_lvl0.6_kalman,noise_robustness,db5,DL,dualres_xception2d,noise=hum; level=0.6; denoise=kalman,0.237687,0.213638,0.012478,0.011974,outputs/dl_noise_eval_full/fold1/dualres_xception2d/hum_lvl0p6_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/hum_lvl0p6_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p6_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/hum_lvl0p6_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p6_kalman/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_hum_lvl0.6_none,noise_robustness,db5,DL,dualres_xception2d,noise=hum; level=0.6; denoise=none,0.591991,0.590216,0.007415,0.007318,outputs/dl_noise_eval_full/fold1/dualres_xception2d/hum_lvl0p6_none/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/hum_lvl0p6_none/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p6_none/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/hum_lvl0p6_none/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p6_none/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_hum_lvl0.6_notch,noise_robustness,db5,DL,dualres_xception2d,noise=hum; level=0.6; denoise=notch,0.600760,0.599591,0.009910,0.009020,outputs/dl_noise_eval_full/fold1/dualres_xception2d/hum_lvl0p6_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/hum_lvl0p6_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p6_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/hum_lvl0p6_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p6_notch/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_hum_lvl0.6_pca,noise_robustness,db5,DL,dualres_xception2d,noise=hum; level=0.6; denoise=pca,0.424236,0.415865,0.017511,0.021100,outputs/dl_noise_eval_full/fold1/dualres_xception2d/hum_lvl0p6_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/hum_lvl0p6_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p6_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/hum_lvl0p6_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p6_pca/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_hum_lvl0.6_wavelet,noise_robustness,db5,DL,dualres_xception2d,noise=hum; level=0.6; denoise=wavelet,0.228345,0.207193,0.013895,0.013907,outputs/dl_noise_eval_full/fold1/dualres_xception2d/hum_lvl0p6_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/hum_lvl0p6_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p6_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/hum_lvl0p6_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p6_wavelet/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_hum_lvl1.0_kalman,noise_robustness,db5,DL,dualres_xception2d,noise=hum; level=1.0; denoise=kalman,0.253641,0.232105,0.011239,0.011522,outputs/dl_noise_eval_full/fold1/dualres_xception2d/hum_lvl1p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/hum_lvl1p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl1p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/hum_lvl1p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl1p0_kalman/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_hum_lvl1.0_none,noise_robustness,db5,DL,dualres_xception2d,noise=hum; level=1.0; denoise=none,0.551288,0.547092,0.012486,0.014500,outputs/dl_noise_eval_full/fold1/dualres_xception2d/hum_lvl1p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/hum_lvl1p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl1p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/hum_lvl1p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl1p0_none/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_hum_lvl1.0_notch,noise_robustness,db5,DL,dualres_xception2d,noise=hum; level=1.0; denoise=notch,0.590598,0.589003,0.009638,0.009310,outputs/dl_noise_eval_full/fold1/dualres_xception2d/hum_lvl1p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/hum_lvl1p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl1p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/hum_lvl1p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl1p0_notch/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_hum_lvl1.0_pca,noise_robustness,db5,DL,dualres_xception2d,noise=hum; level=1.0; denoise=pca,0.454449,0.447598,0.019840,0.023786,outputs/dl_noise_eval_full/fold1/dualres_xception2d/hum_lvl1p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/hum_lvl1p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl1p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/hum_lvl1p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl1p0_pca/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_hum_lvl1.0_wavelet,noise_robustness,db5,DL,dualres_xception2d,noise=hum; level=1.0; denoise=wavelet,0.227526,0.206641,0.014547,0.014606,outputs/dl_noise_eval_full/fold1/dualres_xception2d/hum_lvl1p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/hum_lvl1p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl1p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/hum_lvl1p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl1p0_wavelet/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_motion_lvl0.1_kalman,noise_robustness,db5,DL,dualres_xception2d,noise=motion; level=0.1; denoise=kalman,0.232716,0.207797,0.011597,0.011159,outputs/dl_noise_eval_full/fold1/dualres_xception2d/motion_lvl0p1_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/motion_lvl0p1_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p1_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/motion_lvl0p1_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p1_kalman/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_motion_lvl0.1_none,noise_robustness,db5,DL,dualres_xception2d,noise=motion; level=0.1; denoise=none,0.604119,0.603213,0.011377,0.010721,outputs/dl_noise_eval_full/fold1/dualres_xception2d/motion_lvl0p1_none/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/motion_lvl0p1_none/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p1_none/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/motion_lvl0p1_none/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p1_none/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_motion_lvl0.1_notch,noise_robustness,db5,DL,dualres_xception2d,noise=motion; level=0.1; denoise=notch,0.600377,0.599499,0.012584,0.011767,outputs/dl_noise_eval_full/fold1/dualres_xception2d/motion_lvl0p1_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/motion_lvl0p1_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p1_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/motion_lvl0p1_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p1_notch/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_motion_lvl0.1_pca,noise_robustness,db5,DL,dualres_xception2d,noise=motion; level=0.1; denoise=pca,0.386429,0.376483,0.015689,0.019793,outputs/dl_noise_eval_full/fold1/dualres_xception2d/motion_lvl0p1_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/motion_lvl0p1_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p1_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/motion_lvl0p1_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p1_pca/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_motion_lvl0.1_wavelet,noise_robustness,db5,DL,dualres_xception2d,noise=motion; level=0.1; denoise=wavelet,0.232306,0.213131,0.013557,0.013883,outputs/dl_noise_eval_full/fold1/dualres_xception2d/motion_lvl0p1_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/motion_lvl0p1_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p1_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/motion_lvl0p1_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p1_wavelet/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_motion_lvl0.3_kalman,noise_robustness,db5,DL,dualres_xception2d,noise=motion; level=0.3; denoise=kalman,0.253723,0.238194,0.014157,0.014747,outputs/dl_noise_eval_full/fold1/dualres_xception2d/motion_lvl0p3_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/motion_lvl0p3_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p3_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/motion_lvl0p3_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p3_kalman/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_motion_lvl0.3_none,noise_robustness,db5,DL,dualres_xception2d,noise=motion; level=0.3; denoise=none,0.562407,0.561933,0.016625,0.014099,outputs/dl_noise_eval_full/fold1/dualres_xception2d/motion_lvl0p3_none/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/motion_lvl0p3_none/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p3_none/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/motion_lvl0p3_none/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p3_none/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_motion_lvl0.3_notch,noise_robustness,db5,DL,dualres_xception2d,noise=motion; level=0.3; denoise=notch,0.561696,0.561508,0.017883,0.015118,outputs/dl_noise_eval_full/fold1/dualres_xception2d/motion_lvl0p3_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/motion_lvl0p3_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p3_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/motion_lvl0p3_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p3_notch/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_motion_lvl0.3_pca,noise_robustness,db5,DL,dualres_xception2d,noise=motion; level=0.3; denoise=pca,0.361707,0.350519,0.017563,0.021203,outputs/dl_noise_eval_full/fold1/dualres_xception2d/motion_lvl0p3_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/motion_lvl0p3_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p3_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/motion_lvl0p3_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p3_pca/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_motion_lvl0.3_wavelet,noise_robustness,db5,DL,dualres_xception2d,noise=motion; level=0.3; denoise=wavelet,0.247030,0.235173,0.017156,0.017518,outputs/dl_noise_eval_full/fold1/dualres_xception2d/motion_lvl0p3_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/motion_lvl0p3_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p3_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/motion_lvl0p3_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p3_wavelet/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_motion_lvl0.6_kalman,noise_robustness,db5,DL,dualres_xception2d,noise=motion; level=0.6; denoise=kalman,0.284100,0.277044,0.024416,0.024511,outputs/dl_noise_eval_full/fold1/dualres_xception2d/motion_lvl0p6_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/motion_lvl0p6_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p6_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/motion_lvl0p6_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p6_kalman/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_motion_lvl0.6_none,noise_robustness,db5,DL,dualres_xception2d,noise=motion; level=0.6; denoise=none,0.434781,0.432148,0.030057,0.029991,outputs/dl_noise_eval_full/fold1/dualres_xception2d/motion_lvl0p6_none/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/motion_lvl0p6_none/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p6_none/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/motion_lvl0p6_none/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p6_none/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_motion_lvl0.6_notch,noise_robustness,db5,DL,dualres_xception2d,noise=motion; level=0.6; denoise=notch,0.438005,0.435745,0.030695,0.029967,outputs/dl_noise_eval_full/fold1/dualres_xception2d/motion_lvl0p6_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/motion_lvl0p6_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p6_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/motion_lvl0p6_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p6_notch/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_motion_lvl0.6_pca,noise_robustness,db5,DL,dualres_xception2d,noise=motion; level=0.6; denoise=pca,0.297457,0.283752,0.023217,0.026312,outputs/dl_noise_eval_full/fold1/dualres_xception2d/motion_lvl0p6_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/motion_lvl0p6_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p6_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/motion_lvl0p6_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p6_pca/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_motion_lvl0.6_wavelet,noise_robustness,db5,DL,dualres_xception2d,noise=motion; level=0.6; denoise=wavelet,0.249954,0.237174,0.026230,0.031204,outputs/dl_noise_eval_full/fold1/dualres_xception2d/motion_lvl0p6_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/motion_lvl0p6_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p6_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/motion_lvl0p6_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p6_wavelet/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_motion_lvl1.0_kalman,noise_robustness,db5,DL,dualres_xception2d,noise=motion; level=1.0; denoise=kalman,0.271015,0.259226,0.029876,0.033512,outputs/dl_noise_eval_full/fold1/dualres_xception2d/motion_lvl1p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/motion_lvl1p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl1p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/motion_lvl1p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl1p0_kalman/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_motion_lvl1.0_none,noise_robustness,db5,DL,dualres_xception2d,noise=motion; level=1.0; denoise=none,0.288880,0.278023,0.022842,0.029124,outputs/dl_noise_eval_full/fold1/dualres_xception2d/motion_lvl1p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/motion_lvl1p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl1p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/motion_lvl1p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl1p0_none/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_motion_lvl1.0_notch,noise_robustness,db5,DL,dualres_xception2d,noise=motion; level=1.0; denoise=notch,0.293988,0.283328,0.022977,0.029043,outputs/dl_noise_eval_full/fold1/dualres_xception2d/motion_lvl1p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/motion_lvl1p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl1p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/motion_lvl1p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl1p0_notch/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_motion_lvl1.0_pca,noise_robustness,db5,DL,dualres_xception2d,noise=motion; level=1.0; denoise=pca,0.216435,0.198392,0.018106,0.024164,outputs/dl_noise_eval_full/fold1/dualres_xception2d/motion_lvl1p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/motion_lvl1p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl1p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/motion_lvl1p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl1p0_pca/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_motion_lvl1.0_wavelet,noise_robustness,db5,DL,dualres_xception2d,noise=motion; level=1.0; denoise=wavelet,0.218375,0.191205,0.028713,0.039053,outputs/dl_noise_eval_full/fold1/dualres_xception2d/motion_lvl1p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/motion_lvl1p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl1p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/motion_lvl1p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl1p0_wavelet/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_pink_lvl-5.0_kalman,noise_robustness,db5,DL,dualres_xception2d,noise=pink; level=-5.0; denoise=kalman,0.168248,0.117942,0.023094,0.035081,outputs/dl_noise_eval_full/fold1/dualres_xception2d/pink_lvlneg5p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/pink_lvlneg5p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvlneg5p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/pink_lvlneg5p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvlneg5p0_kalman/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_pink_lvl-5.0_none,noise_robustness,db5,DL,dualres_xception2d,noise=pink; level=-5.0; denoise=none,0.165679,0.132797,0.010560,0.018648,outputs/dl_noise_eval_full/fold1/dualres_xception2d/pink_lvlneg5p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/pink_lvlneg5p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvlneg5p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/pink_lvlneg5p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvlneg5p0_none/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_pink_lvl-5.0_notch,noise_robustness,db5,DL,dualres_xception2d,noise=pink; level=-5.0; denoise=notch,0.166690,0.133576,0.011546,0.020111,outputs/dl_noise_eval_full/fold1/dualres_xception2d/pink_lvlneg5p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/pink_lvlneg5p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvlneg5p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/pink_lvlneg5p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvlneg5p0_notch/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
